cancer_classification,SEX_CHARACTER,YEAR,Age_Group,Cases_by_Age,TOTAL
"Lip, oral cavity and pharynx (C00-14)",M,1955,N20_24,1,380
"Lip, oral cavity and pharynx (C00-14)",M,1956,N20_24,1,394
"Lip, oral cavity and pharynx (C00-14)",M,1957,N20_24,5,428
"Lip, oral cavity and pharynx (C00-14)",M,1958,N20_24,1,416
"Lip, oral cavity and pharynx (C00-14)",M,1959,N20_24,2,421
"Lip, oral cavity and pharynx (C00-14)",M,1960,N20_24,0,454
"Lip, oral cavity and pharynx (C00-14)",M,1961,N20_24,1,428
"Lip, oral cavity and pharynx (C00-14)",M,1962,N20_24,2,450
"Lip, oral cavity and pharynx (C00-14)",M,1963,N20_24,1,453
"Lip, oral cavity and pharynx (C00-14)",M,1964,N20_24,1,448
"Lip, oral cavity and pharynx (C00-14)",M,1965,N20_24,3,470
"Lip, oral cavity and pharynx (C00-14)",M,1966,N20_24,2,436
"Lip, oral cavity and pharynx (C00-14)",M,1967,N20_24,0,418
"Lip, oral cavity and pharynx (C00-14)",M,1968,N20_24,1,477
"Lip, oral cavity and pharynx (C00-14)",M,1969,N20_24,1,462
"Lip, oral cavity and pharynx (C00-14)",M,1970,N20_24,3,491
"Lip, oral cavity and pharynx (C00-14)",M,1971,N20_24,12,2231
"Lip, oral cavity and pharynx (C00-14)",M,1972,N20_24,8,2396
"Lip, oral cavity and pharynx (C00-14)",M,1973,N20_24,10,2278
"Lip, oral cavity and pharynx (C00-14)",M,1974,N20_24,14,2412
"Lip, oral cavity and pharynx (C00-14)",M,1975,N20_24,5,2448
"Lip, oral cavity and pharynx (C00-14)",M,1976,N20_24,16,2456
"Lip, oral cavity and pharynx (C00-14)",M,1977,N20_24,10,2594
"Lip, oral cavity and pharynx (C00-14)",M,1978,N20_24,11,3037
"Lip, oral cavity and pharynx (C00-14)",M,1979,N20_24,5,3354
"Lip, oral cavity and pharynx (C00-14)",M,1980,N20_24,8,3425
"Lip, oral cavity and pharynx (C00-14)",M,1981,N20_24,10,3353
"Lip, oral cavity and pharynx (C00-14)",M,1982,N20_24,7,3560
"Lip, oral cavity and pharynx (C00-14)",M,1983,N20_24,12,5354
"Lip, oral cavity and pharynx (C00-14)",M,1984,N20_24,13,5316
"Lip, oral cavity and pharynx (C00-14)",M,1985,N20_24,8,5530
"Lip, oral cavity and pharynx (C00-14)",M,1986,N20_24,11,5868
"Lip, oral cavity and pharynx (C00-14)",M,1987,N20_24,21,6259
"Lip, oral cavity and pharynx (C00-14)",M,1988,N20_24,22,7794
"Lip, oral cavity and pharynx (C00-14)",M,1989,N20_24,19,8517
"Lip, oral cavity and pharynx (C00-14)",M,1990,N20_24,19,8829
"Lip, oral cavity and pharynx (C00-14)",M,1991,N20_24,26,9098
"Lip, oral cavity and pharynx (C00-14)",M,1992,N20_24,18,9380
"Lip, oral cavity and pharynx (C00-14)",M,1993,N20_24,26,9699
"Lip, oral cavity and pharynx (C00-14)",M,1994,N20_24,18,10382
"Lip, oral cavity and pharynx (C00-14)",M,1995,N20_24,10,10369
"Lip, oral cavity and pharynx (C00-14)",M,1996,N20_24,14,10641
"Lip, oral cavity and pharynx (C00-14)",M,1997,N20_24,26,10810
"Lip, oral cavity and pharynx (C00-14)",M,1998,N20_24,32,12195
"Lip, oral cavity and pharynx (C00-14)",M,1999,N20_24,18,12739
"Lip, oral cavity and pharynx (C00-14)",M,2000,N20_24,27,12532
"Lip, oral cavity and pharynx (C00-14)",M,2001,N20_24,32,12509
"Lip, oral cavity and pharynx (C00-14)",M,2002,N20_24,25,12352
"Lip, oral cavity and pharynx (C00-14)",M,2003,N20_24,23,13543
"Lip, oral cavity and pharynx (C00-14)",M,2004,N20_24,23,13869
"Lip, oral cavity and pharynx (C00-14)",M,2005,N20_24,25,13847
"Lip, oral cavity and pharynx (C00-14)",M,2006,N20_24,15,14354
"Lip, oral cavity and pharynx (C00-14)",M,2007,N20_24,26,14381
"Lip, oral cavity and pharynx (C00-14)",M,2008,N20_24,34,14923
"Lip, oral cavity and pharynx (C00-14)",M,2009,N20_24,26,15474
"Lip, oral cavity and pharynx (C00-14)",M,2010,N20_24,33,15746
"Lip, oral cavity and pharynx (C00-14)",M,2011,N20_24,28,16012
"Lip, oral cavity and pharynx (C00-14)",M,2012,N20_24,22,16719
"Lip, oral cavity and pharynx (C00-14)",M,2013,N20_24,44,16990
"Lip, oral cavity and pharynx (C00-14)",M,2014,N20_24,25,17173
"Lip, oral cavity and pharynx (C00-14)",M,2015,N20_24,23,17920
"Lip, oral cavity and pharynx (C00-14)",M,2016,N20_24,25,17953
"Lip, oral cavity and pharynx (C00-14)",M,2017,N20_24,23,17230
"Lip, oral cavity and pharynx (C00-14)",F,1953,N20_24,3,114
"Lip, oral cavity and pharynx (C00-14)",F,1954,N20_24,1,141
"Lip, oral cavity and pharynx (C00-14)",F,1955,N20_24,3,156
"Lip, oral cavity and pharynx (C00-14)",F,1956,N20_24,2,137
"Lip, oral cavity and pharynx (C00-14)",F,1957,N20_24,1,135
"Lip, oral cavity and pharynx (C00-14)",F,1958,N20_24,0,166
"Lip, oral cavity and pharynx (C00-14)",F,1959,N20_24,1,149
"Lip, oral cavity and pharynx (C00-14)",F,1960,N20_24,2,168
"Lip, oral cavity and pharynx (C00-14)",F,1961,N20_24,2,171
"Lip, oral cavity and pharynx (C00-14)",F,1962,N20_24,1,154
"Lip, oral cavity and pharynx (C00-14)",F,1963,N20_24,3,145
"Lip, oral cavity and pharynx (C00-14)",F,1964,N20_24,3,174
"Lip, oral cavity and pharynx (C00-14)",F,1965,N20_24,0,184
"Lip, oral cavity and pharynx (C00-14)",F,1966,N20_24,3,181
"Lip, oral cavity and pharynx (C00-14)",F,1967,N20_24,2,173
"Lip, oral cavity and pharynx (C00-14)",F,1968,N20_24,1,182
"Lip, oral cavity and pharynx (C00-14)",F,1969,N20_24,2,157
"Lip, oral cavity and pharynx (C00-14)",F,1970,N20_24,1,162
"Lip, oral cavity and pharynx (C00-14)",F,1971,N20_24,16,1264
"Lip, oral cavity and pharynx (C00-14)",F,1972,N20_24,6,1258
"Lip, oral cavity and pharynx (C00-14)",F,1973,N20_24,6,1237
"Lip, oral cavity and pharynx (C00-14)",F,1974,N20_24,14,1360
"Lip, oral cavity and pharynx (C00-14)",F,1975,N20_24,15,1355
"Lip, oral cavity and pharynx (C00-14)",F,1976,N20_24,6,1305
"Lip, oral cavity and pharynx (C00-14)",F,1977,N20_24,5,1316
"Lip, oral cavity and pharynx (C00-14)",F,1978,N20_24,9,1465
"Lip, oral cavity and pharynx (C00-14)",F,1979,N20_24,8,1553
"Lip, oral cavity and pharynx (C00-14)",F,1980,N20_24,10,1569
"Lip, oral cavity and pharynx (C00-14)",F,1981,N20_24,4,1661
"Lip, oral cavity and pharynx (C00-14)",F,1982,N20_24,13,1536
"Lip, oral cavity and pharynx (C00-14)",F,1983,N20_24,10,2103
"Lip, oral cavity and pharynx (C00-14)",F,1984,N20_24,12,2064
"Lip, oral cavity and pharynx (C00-14)",F,1985,N20_24,10,2077
"Lip, oral cavity and pharynx (C00-14)",F,1986,N20_24,10,2045
"Lip, oral cavity and pharynx (C00-14)",F,1987,N20_24,11,2282
"Lip, oral cavity and pharynx (C00-14)",F,1988,N20_24,23,2492
"Lip, oral cavity and pharynx (C00-14)",F,1989,N20_24,17,2832
"Lip, oral cavity and pharynx (C00-14)",F,1990,N20_24,16,3002
"Lip, oral cavity and pharynx (C00-14)",F,1991,N20_24,13,2918
"Lip, oral cavity and pharynx (C00-14)",F,1992,N20_24,24,3213
"Lip, oral cavity and pharynx (C00-14)",F,1993,N20_24,17,3205
"Lip, oral cavity and pharynx (C00-14)",F,1994,N20_24,13,3390
"Lip, oral cavity and pharynx (C00-14)",F,1995,N20_24,18,3543
"Lip, oral cavity and pharynx (C00-14)",F,1996,N20_24,21,3713
"Lip, oral cavity and pharynx (C00-14)",F,1997,N20_24,23,3870
"Lip, oral cavity and pharynx (C00-14)",F,1998,N20_24,27,4253
"Lip, oral cavity and pharynx (C00-14)",F,1999,N20_24,29,4490
"Lip, oral cavity and pharynx (C00-14)",F,2000,N20_24,33,4584
"Lip, oral cavity and pharynx (C00-14)",F,2001,N20_24,30,4685
"Lip, oral cavity and pharynx (C00-14)",F,2002,N20_24,23,4489
"Lip, oral cavity and pharynx (C00-14)",F,2003,N20_24,19,5051
"Lip, oral cavity and pharynx (C00-14)",F,2004,N20_24,27,5187
"Lip, oral cavity and pharynx (C00-14)",F,2005,N20_24,26,5437
"Lip, oral cavity and pharynx (C00-14)",F,2006,N20_24,22,5553
"Lip, oral cavity and pharynx (C00-14)",F,2007,N20_24,25,5814
"Lip, oral cavity and pharynx (C00-14)",F,2008,N20_24,25,6228
"Lip, oral cavity and pharynx (C00-14)",F,2009,N20_24,27,6506
"Lip, oral cavity and pharynx (C00-14)",F,2010,N20_24,33,6627
"Lip, oral cavity and pharynx (C00-14)",F,2011,N20_24,23,6660
"Lip, oral cavity and pharynx (C00-14)",F,2012,N20_24,43,7049
"Lip, oral cavity and pharynx (C00-14)",F,2013,N20_24,27,7174
"Lip, oral cavity and pharynx (C00-14)",F,2014,N20_24,24,7366
"Lip, oral cavity and pharynx (C00-14)",F,2015,N20_24,27,7556
"Lip, oral cavity and pharynx (C00-14)",F,2016,N20_24,28,7726
"Lip, oral cavity and pharynx (C00-14)",F,2017,N20_24,24,7437
Oesophagus (C15),M,1953,N20_24,0,171
Oesophagus (C15),M,1954,N20_24,0,179
Oesophagus (C15),M,1955,N20_24,0,181
Oesophagus (C15),M,1956,N20_24,0,155
Oesophagus (C15),M,1957,N20_24,0,175
Oesophagus (C15),M,1958,N20_24,0,160
Oesophagus (C15),M,1959,N20_24,0,197
Oesophagus (C15),M,1960,N20_24,0,192
Oesophagus (C15),M,1961,N20_24,0,189
Oesophagus (C15),M,1962,N20_24,0,189
Oesophagus (C15),M,1963,N20_24,0,196
Oesophagus (C15),M,1964,N20_24,0,155
Oesophagus (C15),M,1965,N20_24,0,189
Oesophagus (C15),M,1966,N20_24,0,182
Oesophagus (C15),M,1967,N20_24,0,188
Oesophagus (C15),M,1968,N20_24,0,186
Oesophagus (C15),M,1969,N20_24,0,213
Oesophagus (C15),M,1970,N20_24,0,195
Oesophagus (C15),M,1971,N20_24,0,1796
Oesophagus (C15),M,1972,N20_24,0,1872
Oesophagus (C15),M,1973,N20_24,0,1971
Oesophagus (C15),M,1974,N20_24,1,2040
Oesophagus (C15),M,1975,N20_24,1,2135
Oesophagus (C15),M,1976,N20_24,0,2204
Oesophagus (C15),M,1977,N20_24,0,2298
Oesophagus (C15),M,1978,N20_24,0,2759
Oesophagus (C15),M,1979,N20_24,1,2725
Oesophagus (C15),M,1980,N20_24,0,2849
Oesophagus (C15),M,1981,N20_24,0,2959
Oesophagus (C15),M,1982,N20_24,1,3059
Oesophagus (C15),M,1983,N20_24,0,3733
Oesophagus (C15),M,1984,N20_24,2,3913
Oesophagus (C15),M,1985,N20_24,1,3991
Oesophagus (C15),M,1986,N20_24,2,4096
Oesophagus (C15),M,1987,N20_24,1,4629
Oesophagus (C15),M,1988,N20_24,0,5108
Oesophagus (C15),M,1989,N20_24,2,5628
Oesophagus (C15),M,1990,N20_24,2,6030
Oesophagus (C15),M,1991,N20_24,1,5995
Oesophagus (C15),M,1992,N20_24,0,6357
Oesophagus (C15),M,1993,N20_24,1,6858
Oesophagus (C15),M,1994,N20_24,1,7270
Oesophagus (C15),M,1995,N20_24,0,7114
Oesophagus (C15),M,1996,N20_24,3,7198
Oesophagus (C15),M,1997,N20_24,1,7554
Oesophagus (C15),M,1998,N20_24,1,8097
Oesophagus (C15),M,1999,N20_24,1,8335
Oesophagus (C15),M,2000,N20_24,2,8313
Oesophagus (C15),M,2001,N20_24,1,8631
Oesophagus (C15),M,2002,N20_24,1,8961
Oesophagus (C15),M,2003,N20_24,1,9682
Oesophagus (C15),M,2004,N20_24,1,9846
Oesophagus (C15),M,2005,N20_24,4,10008
Oesophagus (C15),M,2006,N20_24,1,10214
Oesophagus (C15),M,2007,N20_24,4,10565
Oesophagus (C15),M,2008,N20_24,2,11075
Oesophagus (C15),M,2009,N20_24,1,11052
Oesophagus (C15),M,2010,N20_24,0,11441
Oesophagus (C15),M,2011,N20_24,2,11464
Oesophagus (C15),M,2012,N20_24,3,11899
Oesophagus (C15),M,2013,N20_24,1,12035
Oesophagus (C15),M,2014,N20_24,3,12267
Oesophagus (C15),M,2015,N20_24,2,12789
Oesophagus (C15),M,2016,N20_24,2,12794
Oesophagus (C15),M,2017,N20_24,7,12617
Oesophagus (C15),F,1953,N20_24,0,85
Oesophagus (C15),F,1954,N20_24,0,77
Oesophagus (C15),F,1955,N20_24,0,78
Oesophagus (C15),F,1956,N20_24,0,67
Oesophagus (C15),F,1957,N20_24,0,73
Oesophagus (C15),F,1958,N20_24,0,80
Oesophagus (C15),F,1959,N20_24,0,86
Oesophagus (C15),F,1960,N20_24,0,77
Oesophagus (C15),F,1961,N20_24,0,81
Oesophagus (C15),F,1962,N20_24,0,78
Oesophagus (C15),F,1963,N20_24,0,90
Oesophagus (C15),F,1964,N20_24,0,102
Oesophagus (C15),F,1965,N20_24,0,103
Oesophagus (C15),F,1966,N20_24,0,92
Oesophagus (C15),F,1967,N20_24,0,104
Oesophagus (C15),F,1968,N20_24,0,89
Oesophagus (C15),F,1969,N20_24,0,104
Oesophagus (C15),F,1970,N20_24,0,96
Oesophagus (C15),F,1971,N20_24,1,1345
Oesophagus (C15),F,1972,N20_24,0,1384
Oesophagus (C15),F,1973,N20_24,0,1483
Oesophagus (C15),F,1974,N20_24,0,1507
Oesophagus (C15),F,1975,N20_24,0,1593
Oesophagus (C15),F,1976,N20_24,0,1585
Oesophagus (C15),F,1977,N20_24,0,1706
Oesophagus (C15),F,1978,N20_24,0,1955
Oesophagus (C15),F,1979,N20_24,0,1882
Oesophagus (C15),F,1980,N20_24,0,1961
Oesophagus (C15),F,1981,N20_24,1,2080
Oesophagus (C15),F,1982,N20_24,1,2111
Oesophagus (C15),F,1983,N20_24,0,2260
Oesophagus (C15),F,1984,N20_24,0,2344
Oesophagus (C15),F,1985,N20_24,1,2359
Oesophagus (C15),F,1986,N20_24,0,2340
Oesophagus (C15),F,1987,N20_24,0,2538
Oesophagus (C15),F,1988,N20_24,0,2634
Oesophagus (C15),F,1989,N20_24,0,2944
Oesophagus (C15),F,1990,N20_24,0,3110
Oesophagus (C15),F,1991,N20_24,0,3173
Oesophagus (C15),F,1992,N20_24,0,3266
Oesophagus (C15),F,1993,N20_24,0,3410
Oesophagus (C15),F,1994,N20_24,1,3646
Oesophagus (C15),F,1995,N20_24,1,3548
Oesophagus (C15),F,1996,N20_24,0,3527
Oesophagus (C15),F,1997,N20_24,1,3558
Oesophagus (C15),F,1998,N20_24,0,3731
Oesophagus (C15),F,1999,N20_24,2,3834
Oesophagus (C15),F,2000,N20_24,1,3851
Oesophagus (C15),F,2001,N20_24,0,3884
Oesophagus (C15),F,2002,N20_24,1,3850
Oesophagus (C15),F,2003,N20_24,2,4138
Oesophagus (C15),F,2004,N20_24,1,4094
Oesophagus (C15),F,2005,N20_24,0,4247
Oesophagus (C15),F,2006,N20_24,0,4296
Oesophagus (C15),F,2007,N20_24,1,4317
Oesophagus (C15),F,2008,N20_24,2,4289
Oesophagus (C15),F,2009,N20_24,1,4384
Oesophagus (C15),F,2010,N20_24,0,4520
Oesophagus (C15),F,2011,N20_24,1,4473
Oesophagus (C15),F,2012,N20_24,1,4651
Oesophagus (C15),F,2013,N20_24,2,4682
Oesophagus (C15),F,2014,N20_24,1,4694
Oesophagus (C15),F,2015,N20_24,2,4902
Oesophagus (C15),F,2016,N20_24,0,4783
Oesophagus (C15),F,2017,N20_24,2,4670
Stomach (C16),M,1953,N20_24,0,1807
Stomach (C16),M,1954,N20_24,1,1740
Stomach (C16),M,1955,N20_24,1,1794
Stomach (C16),M,1956,N20_24,1,1757
Stomach (C16),M,1957,N20_24,0,1692
Stomach (C16),M,1958,N20_24,1,1820
Stomach (C16),M,1959,N20_24,0,1694
Stomach (C16),M,1960,N20_24,1,1773
Stomach (C16),M,1961,N20_24,0,1717
Stomach (C16),M,1962,N20_24,1,1674
Stomach (C16),M,1963,N20_24,0,1626
Stomach (C16),M,1964,N20_24,2,1611
Stomach (C16),M,1965,N20_24,0,1666
Stomach (C16),M,1966,N20_24,2,1584
Stomach (C16),M,1967,N20_24,2,1572
Stomach (C16),M,1968,N20_24,1,1639
Stomach (C16),M,1969,N20_24,0,1520
Stomach (C16),M,1970,N20_24,0,1483
Stomach (C16),M,1971,N20_24,2,8136
Stomach (C16),M,1972,N20_24,2,8035
Stomach (C16),M,1973,N20_24,11,8447
Stomach (C16),M,1974,N20_24,4,8254
Stomach (C16),M,1975,N20_24,2,8396
Stomach (C16),M,1976,N20_24,4,8047
Stomach (C16),M,1977,N20_24,4,8536
Stomach (C16),M,1978,N20_24,2,9214
Stomach (C16),M,1979,N20_24,4,9127
Stomach (C16),M,1980,N20_24,1,9500
Stomach (C16),M,1981,N20_24,5,9330
Stomach (C16),M,1982,N20_24,9,9177
Stomach (C16),M,1983,N20_24,7,14342
Stomach (C16),M,1984,N20_24,9,13718
Stomach (C16),M,1985,N20_24,5,13865
Stomach (C16),M,1986,N20_24,5,13881
Stomach (C16),M,1987,N20_24,13,13735
Stomach (C16),M,1988,N20_24,10,15796
Stomach (C16),M,1989,N20_24,11,17202
Stomach (C16),M,1990,N20_24,16,16666
Stomach (C16),M,1991,N20_24,5,16366
Stomach (C16),M,1992,N20_24,12,16626
Stomach (C16),M,1993,N20_24,8,16353
Stomach (C16),M,1994,N20_24,13,16983
Stomach (C16),M,1995,N20_24,5,16566
Stomach (C16),M,1996,N20_24,5,16384
Stomach (C16),M,1997,N20_24,8,16429
Stomach (C16),M,1998,N20_24,4,17321
Stomach (C16),M,1999,N20_24,10,17221
Stomach (C16),M,2000,N20_24,8,16768
Stomach (C16),M,2001,N20_24,9,16455
Stomach (C16),M,2002,N20_24,9,16067
Stomach (C16),M,2003,N20_24,13,16936
Stomach (C16),M,2004,N20_24,13,16697
Stomach (C16),M,2005,N20_24,5,16465
Stomach (C16),M,2006,N20_24,12,16271
Stomach (C16),M,2007,N20_24,11,16345
Stomach (C16),M,2008,N20_24,11,16165
Stomach (C16),M,2009,N20_24,17,16000
Stomach (C16),M,2010,N20_24,12,15696
Stomach (C16),M,2011,N20_24,10,15656
Stomach (C16),M,2012,N20_24,16,15454
Stomach (C16),M,2013,N20_24,7,15351
Stomach (C16),M,2014,N20_24,5,14898
Stomach (C16),M,2015,N20_24,10,14832
Stomach (C16),M,2016,N20_24,9,14867
Stomach (C16),M,2017,N20_24,8,13710
Stomach (C16),F,1953,N20_24,0,1272
Stomach (C16),F,1954,N20_24,0,1259
Stomach (C16),F,1955,N20_24,1,1265
Stomach (C16),F,1956,N20_24,0,1232
Stomach (C16),F,1957,N20_24,0,1178
Stomach (C16),F,1958,N20_24,1,1209
Stomach (C16),F,1959,N20_24,1,1247
Stomach (C16),F,1960,N20_24,0,1217
Stomach (C16),F,1961,N20_24,0,1158
Stomach (C16),F,1962,N20_24,0,1106
Stomach (C16),F,1963,N20_24,0,1166
Stomach (C16),F,1964,N20_24,2,1082
Stomach (C16),F,1965,N20_24,1,1091
Stomach (C16),F,1966,N20_24,1,1004
Stomach (C16),F,1967,N20_24,1,1081
Stomach (C16),F,1968,N20_24,2,1022
Stomach (C16),F,1969,N20_24,2,1001
Stomach (C16),F,1970,N20_24,2,1032
Stomach (C16),F,1971,N20_24,6,5681
Stomach (C16),F,1972,N20_24,2,5569
Stomach (C16),F,1973,N20_24,5,5783
Stomach (C16),F,1974,N20_24,1,5774
Stomach (C16),F,1975,N20_24,3,5995
Stomach (C16),F,1976,N20_24,1,5597
Stomach (C16),F,1977,N20_24,1,5786
Stomach (C16),F,1978,N20_24,2,6422
Stomach (C16),F,1979,N20_24,1,6395
Stomach (C16),F,1980,N20_24,3,6291
Stomach (C16),F,1981,N20_24,4,6401
Stomach (C16),F,1982,N20_24,1,6192
Stomach (C16),F,1983,N20_24,8,9929
Stomach (C16),F,1984,N20_24,11,9707
Stomach (C16),F,1985,N20_24,9,9727
Stomach (C16),F,1986,N20_24,12,9465
Stomach (C16),F,1987,N20_24,12,9596
Stomach (C16),F,1988,N20_24,13,10582
Stomach (C16),F,1989,N20_24,10,11488
Stomach (C16),F,1990,N20_24,12,11189
Stomach (C16),F,1991,N20_24,4,10947
Stomach (C16),F,1992,N20_24,15,10989
Stomach (C16),F,1993,N20_24,14,10815
Stomach (C16),F,1994,N20_24,11,10928
Stomach (C16),F,1995,N20_24,8,10834
Stomach (C16),F,1996,N20_24,12,10530
Stomach (C16),F,1997,N20_24,1,10531
Stomach (C16),F,1998,N20_24,6,11355
Stomach (C16),F,1999,N20_24,12,11112
Stomach (C16),F,2000,N20_24,17,11033
Stomach (C16),F,2001,N20_24,10,10691
Stomach (C16),F,2002,N20_24,15,10372
Stomach (C16),F,2003,N20_24,13,10969
Stomach (C16),F,2004,N20_24,11,10908
Stomach (C16),F,2005,N20_24,9,10389
Stomach (C16),F,2006,N20_24,16,10227
Stomach (C16),F,2007,N20_24,3,10294
Stomach (C16),F,2008,N20_24,13,10259
Stomach (C16),F,2009,N20_24,11,10088
Stomach (C16),F,2010,N20_24,9,9940
Stomach (C16),F,2011,N20_24,17,9813
Stomach (C16),F,2012,N20_24,11,9604
Stomach (C16),F,2013,N20_24,20,9559
Stomach (C16),F,2014,N20_24,11,9225
Stomach (C16),F,2015,N20_24,13,9288
Stomach (C16),F,2016,N20_24,14,9027
Stomach (C16),F,2017,N20_24,17,8359
Colon (C18),M,1953,N20_24,2,585
Colon (C18),M,1954,N20_24,0,584
Colon (C18),M,1955,N20_24,1,577
Colon (C18),M,1956,N20_24,2,587
Colon (C18),M,1957,N20_24,0,579
Colon (C18),M,1958,N20_24,1,708
Colon (C18),M,1959,N20_24,1,722
Colon (C18),M,1960,N20_24,1,704
Colon (C18),M,1961,N20_24,0,794
Colon (C18),M,1962,N20_24,0,756
Colon (C18),M,1963,N20_24,0,826
Colon (C18),M,1964,N20_24,1,830
Colon (C18),M,1965,N20_24,2,898
Colon (C18),M,1966,N20_24,2,886
Colon (C18),M,1967,N20_24,3,973
Colon (C18),M,1968,N20_24,0,958
Colon (C18),M,1969,N20_24,0,970
Colon (C18),M,1970,N20_24,0,1011
Colon (C18),M,1971,N20_24,8,5795
Colon (C18),M,1972,N20_24,20,5909
Colon (C18),M,1973,N20_24,6,6314
Colon (C18),M,1974,N20_24,11,6539
Colon (C18),M,1975,N20_24,8,6672
Colon (C18),M,1976,N20_24,9,6867
Colon (C18),M,1977,N20_24,6,7167
Colon (C18),M,1978,N20_24,13,8081
Colon (C18),M,1979,N20_24,7,8287
Colon (C18),M,1980,N20_24,4,8753
Colon (C18),M,1981,N20_24,5,8944
Colon (C18),M,1982,N20_24,16,9149
Colon (C18),M,1983,N20_24,4,11238
Colon (C18),M,1984,N20_24,15,11525
Colon (C18),M,1985,N20_24,14,11889
Colon (C18),M,1986,N20_24,9,12209
Colon (C18),M,1987,N20_24,15,12904
Colon (C18),M,1988,N20_24,14,14372
Colon (C18),M,1989,N20_24,17,16838
Colon (C18),M,1990,N20_24,16,17178
Colon (C18),M,1991,N20_24,14,17696
Colon (C18),M,1992,N20_24,22,18676
Colon (C18),M,1993,N20_24,17,19640
Colon (C18),M,1994,N20_24,14,21112
Colon (C18),M,1995,N20_24,17,21109
Colon (C18),M,1996,N20_24,19,22246
Colon (C18),M,1997,N20_24,19,22815
Colon (C18),M,1998,N20_24,16,25514
Colon (C18),M,1999,N20_24,24,26225
Colon (C18),M,2000,N20_24,25,27025
Colon (C18),M,2001,N20_24,30,27549
Colon (C18),M,2002,N20_24,32,27655
Colon (C18),M,2003,N20_24,38,30645
Colon (C18),M,2004,N20_24,35,31766
